"geo","geo_tipo","regiao","macrossetor","ano","vab_nominal","vab_lo95","vab_hi95","tipo","horizonte"
"Acre","estado","Norte","agropecuaria",2026,23908.4658048602,178.436034929681,281896.374763458,"Projetado","Operacional"
"Acre","estado","Norte","agropecuaria",2027,43475.11932796,48.5751700474221,1306344.59408341,"Projetado","Operacional"
"Acre","estado","Norte","agropecuaria",2028,79161.2889284296,11.6105891251881,6312725.13967025,"Projetado","Exploratório"
"Acre","estado","Norte","agropecuaria",2029,142630.338657799,2.3937340918081,31281671.0709744,"Projetado","Exploratório"
"Acre","estado","Norte","agropecuaria",2030,251527.297497902,0.41708242966849,156646946.943538,"Projetado","Exploratório"
"Acre","estado","Norte","agropecuaria",2031,425295.553527535,0.0593571174267391,774290826.653553,"Projetado","Exploratório"
"Acre","estado","Norte","industria",2002,355.04117908398,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2003,295.10073412746,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2004,419.81401048679,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2005,415.90154719829,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2006,437.0733626482,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2007,598.47399442575,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2008,586.08168715214,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2009,974.33971998526,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2010,1091.62158341721,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2011,942.66539254696,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2012,1039.34620803965,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2013,1107.0638965898,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2014,1401.51680921196,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2015,1248.79175576312,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2016,1075.59129655993,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2017,1023.09560040317,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2018,1092.99419191969,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2019,997.67601256286,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2020,1191.3453780835,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2021,1371.81597566207,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2022,1343.81551140051,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2023,1916.21661308137,,,"Histórico","Histórico"
"Acre","estado","Norte","industria",2024,1932.84757541983,912.644822209981,2953.05032862968,"Projetado","Operacional"
"Acre","estado","Norte","industria",2025,1950.88370940361,224.40912157906,5235.09078154297,"Projetado","Operacional"
"Acre","estado","Norte","industria",2026,1978.06112197453,14.1472790844751,10286.0073510667,"Projetado","Operacional"
"Acre","estado","Norte","industria",2027,1999.28985534635,-1.36350619379615,21784.154612241,"Projetado","Operacional"
"Acre","estado","Norte","industria",2028,2013.81167414367,0.326553443076931,49101.9716674678,"Projetado","Exploratório"
"Acre","estado","Norte","industria",2029,1997.84809969418,-0.119695020068916,115423.331216581,"Projetado","Exploratório"
"Acre","estado","Norte","industria",2030,1931.08546990607,0.0570403951644445,278137.128495391,"Projetado","Exploratório"
"Acre","estado","Norte","industria",2031,1781.72363881076,-0.0321070967403377,669807.438910912,"Projetado","Exploratório"
"Acre","estado","Norte","servicos",2002,344.84288938377,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2003,1243.56394615135,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2004,1391.42957785859,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2005,1597.98167127776,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2006,1668.4656424211,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2007,2003.68772196606,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2008,2509.77486954163,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2009,2796.89122864741,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2010,2926.81265767822,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2011,3355.85528465586,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2012,3732.11724708883,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2013,4245.14807748656,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2014,5265.05971738298,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2015,5309.71826838994,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2016,5087.57665038924,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2017,5280.28894548289,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2018,5860.25538775142,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2019,6222.75717036535,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2020,6590.54333283644,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2021,7652.75653387736,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2022,7761.32005869326,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2023,8723.88853673731,,,"Histórico","Histórico"
"Acre","estado","Norte","servicos",2024,9496.53844794913,8294.56020526266,10698.5166906356,"Projetado","Operacional"
"Acre","estado","Norte","servicos",2025,10240.7020747918,7812.42385044531,12997.092425047,"Projetado","Operacional"
"Acre","estado","Norte","servicos",2026,10983.7964882278,7318.74431880558,15704.6112825405,"Projetado","Operacional"
"Acre","estado","Norte","servicos",2027,11628.5717529454,6767.65960436399,18730.9294957971,"Projetado","Operacional"
"Acre","estado","Norte","servicos",2028,12149.8822349521,6176.07028643529,22047.6983964058,"Projetado","Exploratório"
"Acre","estado","Norte","servicos",2029,12382.9431706339,5497.83969329803,25314.7305741869,"Projetado","Exploratório"
"Acre","estado","Norte","servicos",2030,12179.1456938458,4722.94675443251,28049.4593466637,"Projetado","Exploratório"
"Acre","estado","Norte","servicos",2031,11326.472143565,3836.35612588407,29387.3597492534,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","adm_publica",2002,2425.3460909027,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2003,2726.38898067657,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2004,2992.07506637593,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2005,3421.2623119904,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2006,3968.6270999375,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2007,4508.8727136753,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2008,5303.8494933553,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2009,5947.9982573434,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2010,6629.1740041724,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2011,7441.29429615243,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2012,8094.79462923527,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2013,9356.2419668343,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2014,9973.04758834373,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2015,10636.202108625,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2016,11900.7887636494,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2017,12378.0806045095,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2018,13068.5865717674,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2019,13431.6124252303,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2020,14394.3474244876,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2021,15912.3965602515,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2022,18249.6588577359,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2023,20347.7774395863,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","adm_publica",2024,22107.5978566814,19530.3735139024,24841.6464344722,"Projetado","Operacional"
"Alagoas","estado","Nordeste","adm_publica",2025,24032.752327599,18756.0549684144,30344.5814404713,"Projetado","Operacional"
"Alagoas","estado","Nordeste","adm_publica",2026,26210.2417880119,18070.8260811755,37186.6870060381,"Projetado","Operacional"
"Alagoas","estado","Nordeste","adm_publica",2027,28879.196015835,17589.8068249316,46040.5369797114,"Projetado","Operacional"
"Alagoas","estado","Nordeste","adm_publica",2028,31278.3949149993,16830.2056464812,56032.3143921696,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","adm_publica",2029,33963.2223479581,16144.4347691435,68366.258341596,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","adm_publica",2030,36524.2542779736,15337.8436384513,82613.8957231579,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","adm_publica",2031,39245.8150149978,14559.4608476023,99747.9360507617,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","agropecuaria",2002,2474.313380313,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2003,2185.0708115473,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2004,2164.04668085986,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2005,2279.7597489796,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2006,2356.54385357288,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2007,2308.0586045141,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2008,3040.1407096614,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2009,3344.0406532666,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2010,2911.12585591102,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2011,3030.27768050707,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2012,2966.36012439817,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2013,3494.99165518055,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2014,4127.59581082352,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2015,4866.39054501827,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2016,6752.0984389837,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2017,8493.02125090711,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2018,8125.04815836741,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2019,9459.89306101552,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2020,12622.3570065128,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2021,16829.5995924263,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2022,11551.0433822683,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2023,15689.8594444756,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","agropecuaria",2024,19914.0137795204,11497.0109689976,30625.4699127621,"Projetado","Operacional"
"Alagoas","estado","Nordeste","agropecuaria",2025,18535.6850175505,5436.97300546225,47009.6900197858,"Projetado","Operacional"
"Alagoas","estado","Nordeste","agropecuaria",2026,18776.778863409,2749.07598257808,79216.8003420389,"Projetado","Operacional"
"Alagoas","estado","Nordeste","agropecuaria",2027,22503.41745296,1773.59412972452,151954.058165038,"Projetado","Operacional"
"Alagoas","estado","Nordeste","agropecuaria",2028,25609.3475523878,1057.64633491525,280752.375771089,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","agropecuaria",2029,26968.689970634,561.015270827459,489646.839280607,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","agropecuaria",2030,28673.5432691155,302.433422903655,859405.983775988,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","agropecuaria",2031,31730.070565379,173.174713046983,1554026.34351168,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","industria",2002,2168.56550061779,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2003,2537.17440142423,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2004,2900.31598576022,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2005,3121.06258285497,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2006,3397.08322519056,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2007,4033.31339484402,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2008,4235.18625638989,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2009,3974.04514788718,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2010,4708.28478570417,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2011,6510.25252975116,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2012,6245.82258824648,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2013,5924.94184679271,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2014,5945.15616723479,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2015,6430.14724046893,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2016,5541.01270480758,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2017,6021.79351123994,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2018,5869.55865661489,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2019,6411.65245484784,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2020,7391.27985922701,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2021,9432.16940914938,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2022,8317.92187466491,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2023,10210.8111150266,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","industria",2024,10543.1654428191,8349.5612940895,12736.7695915487,"Projetado","Operacional"
"Alagoas","estado","Nordeste","industria",2025,11123.3324618662,6935.82003458443,16295.1019500668,"Projetado","Operacional"
"Alagoas","estado","Nordeste","industria",2026,11605.3448311507,5663.3564423125,20696.8897236962,"Projetado","Operacional"
"Alagoas","estado","Nordeste","industria",2027,12297.1991942231,4702.03986355443,26677.7435699575,"Projetado","Operacional"
"Alagoas","estado","Nordeste","industria",2028,12784.2046101048,3828.01684971989,33749.6819597978,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","industria",2029,13333.5677725578,3127.14146789796,42829.5288942103,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","industria",2030,13769.4988376906,2529.23913009391,53818.9965084494,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","industria",2031,14209.1788101796,2044.19468399867,67577.1627854564,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","servicos",2002,3530.6942744872,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2003,4059.93932918275,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2004,4711.68926922847,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2005,5223.34643423935,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2006,5960.49563939509,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2007,7111.79509099961,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2008,7535.56000076383,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2009,8625.4668117413,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2010,10091.6470551021,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2011,11548.1372253528,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2012,13941.9505730039,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2013,14931.9139558749,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2014,17218.2894537365,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2015,20327.9165167275,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2016,20560.7580504512,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2017,20912.7250098021,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2018,21829.0830867201,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2019,23729.1360213256,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2020,22733.5272312761,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2021,26317.8836234486,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2022,30215.6698250064,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2023,33894.829988126,,,"Histórico","Histórico"
"Alagoas","estado","Nordeste","servicos",2024,37089.5154940106,31490.7856621728,43131.0172138992,"Projetado","Operacional"
"Alagoas","estado","Nordeste","servicos",2025,40607.4985802626,29273.2478132357,54914.030341159,"Projetado","Operacional"
"Alagoas","estado","Nordeste","servicos",2026,44603.2882718122,27300.0777638627,70142.7033373021,"Projetado","Operacional"
"Alagoas","estado","Nordeste","servicos",2027,49496.4522675673,25721.9217929051,90516.6005439127,"Projetado","Operacional"
"Alagoas","estado","Nordeste","servicos",2028,53991.6443555217,23822.5491416313,114820.453980195,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","servicos",2029,59045.1332489268,22119.643277115,146021.011950601,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","servicos",2030,63951.3474189341,20341.1754414434,183915.989408424,"Projetado","Exploratório"
"Alagoas","estado","Nordeste","servicos",2031,69207.7638347596,18690.1805892687,231453.177621922,"Projetado","Exploratório"
"Amapá","estado","Norte","adm_publica",2002,1324.10164305437,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2003,1452.14057474264,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2004,1667.60753551403,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2005,1898.35657444858,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2006,2285.18491592532,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2007,2571.45635163137,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2008,3000.49724148794,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2009,3277.07084485981,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2010,3672.78264196151,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2011,4076.11957811225,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2012,4670.77005929056,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2013,5210.01705312287,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2014,5476.24835751409,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2015,5629.6531059024,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2016,6220.83989406454,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2017,6685.25683587564,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2018,7189.96840526125,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2019,7814.92909692218,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2020,8255.44105025877,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2021,8578.39572561699,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2022,10267.2833027992,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2023,12656.3789511679,,,"Histórico","Histórico"
"Amapá","estado","Norte","adm_publica",2024,15411.8927792968,14069.640211528,16754.1453470657,"Projetado","Operacional"
"Amapá","estado","Norte","adm_publica",2025,18688.2687087504,14921.8721228418,22862.7506344864,"Projetado","Operacional"
"Amapá","estado","Norte","adm_publica",2026,22663.178512522,15270.5524003736,32054.1216414476,"Projetado","Operacional"
"Amapá","estado","Norte","adm_publica",2027,27278.0593247875,15013.9732946405,45647.0005890645,"Projetado","Operacional"
"Amapá","estado","Norte","adm_publica",2028,32580.557548412,14205.4960463483,65851.375580815,"Projetado","Exploratório"
"Amapá","estado","Norte","adm_publica",2029,38166.1184869905,12798.1943093215,94954.0191280924,"Projetado","Exploratório"
"Amapá","estado","Norte","adm_publica",2030,43380.4656931557,10869.3631701275,135210.34713264,"Projetado","Exploratório"
"Amapá","estado","Norte","adm_publica",2031,46874.6705344968,8529.95965479773,186093.367202462,"Projetado","Exploratório"
"Amapá","estado","Norte","agropecuaria",2002,41.18981906982,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2003,39.60284997033,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2004,53.61604074122,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2005,125.53668922749,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2006,145.84409541893,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2007,159.81261879511,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2008,150.68703420498,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2009,173.45684249812,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2010,196.0133472309,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2011,221.6449418482,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2012,273.77000277407,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2013,253.9302340819,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2014,269.3213030276,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2015,269.3943704442,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2016,289.48665166525,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2017,310.90139326413,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2018,294.01100678502,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2019,311.32795503319,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2020,339.90613474738,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2021,346.36066992045,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2022,243.59945114523,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2023,323.101355142988,,,"Histórico","Histórico"
"Amapá","estado","Norte","agropecuaria",2024,317.653456722081,176.111613157557,459.195300286604,"Projetado","Operacional"
