geo,geo_tipo,serie_tipo,macrossetor,atividade,variavel,modelo,parametros,mase_ponderado,mase_h1,mase_h2,mase_h3,fallback
Ceará,estado,Macrossetor,agropecuaria,NA,idx_volume,ets_amort,"ETS(A,Ad,N)",0.24990474185294045,0.23724256113677666,0.22930454222527927,0.3124604930848417,FALSE
Ceará,estado,Macrossetor,agropecuaria,NA,idx_preco,ets,"ETS(M,N,N)",0.9429212540916272,1.0431250200540263,0.8925982101094607,0.7678964051588787,FALSE
Ceará,estado,Macrossetor,industria,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",0.8251873623612931,0.8201035079390603,0.7764835021560392,0.910952788724756,FALSE
Ceará,estado,Macrossetor,industria,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",1.096617430276263,1.222947770912248,1.1087049968435208,0.7626602288354141,FALSE
Ceará,estado,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",0.9899134917711201,0.9429166837463966,1.0348222410264314,1.0400423879499623,FALSE
Ceará,estado,Macrossetor,servicos,NA,idx_preco,ssm,Local linear structural model,0.6335718101848427,0.6053894492041959,0.6504418331041829,0.6787226782574489,FALSE
Centro-Oeste,regiao,Macrossetor,adm_publica,NA,idx_volume,ets_amort,"ETS(A,Ad,N)",1.2338145766647748,1.0625279036139312,1.303046060849305,1.5581840330150878,FALSE
Centro-Oeste,regiao,Macrossetor,adm_publica,NA,idx_preco,rw,Random walk with drift,0.7857328504128984,0.7484472341554173,0.8772562519154655,0.7416617888027506,FALSE
Centro-Oeste,regiao,Macrossetor,agropecuaria,NA,idx_volume,ets,"ETS(A,N,N)",0.6287789625232909,0.5443820644071444,0.5386829302452487,0.9749152562307204,FALSE
Centro-Oeste,regiao,Macrossetor,agropecuaria,NA,idx_preco,ets,"ETS(M,N,N)",1.0986608619922738,1.03550244479734,1.087967499158055,1.2725969492309366,FALSE
Centro-Oeste,regiao,Macrossetor,industria,NA,idx_volume,ets,"ETS(M,N,N)",0.5359967733490552,0.416426870913359,0.6718157030119218,0.6311931349439954,FALSE
Centro-Oeste,regiao,Macrossetor,industria,NA,idx_preco,ets,"ETS(A,N,N)",1.1317000765570124,1.0863839475613721,1.1677254775616681,1.1909522975391296,FALSE
Centro-Oeste,regiao,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(0,0,1) with non-zero mean",1.1289925337453588,1.1402899653879783,1.154884271484475,1.061911348030136,FALSE
Centro-Oeste,regiao,Macrossetor,servicos,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",0.9573987849805778,1.112766587886185,0.9108528635564956,0.6387981598526835,FALSE
Distrito Federal,estado,Macrossetor,adm_publica,NA,idx_volume,ets_amort,"ETS(M,Ad,N)",0.5763997751455132,0.5278710295617006,0.5178573309178739,0.7855353054465034,FALSE
Distrito Federal,estado,Macrossetor,adm_publica,NA,idx_preco,rw,Random walk with drift,0.41077905958354227,0.2608209267784214,0.5551007232127946,0.5691918961524659,FALSE
Distrito Federal,estado,Macrossetor,agropecuaria,NA,idx_volume,arima,"ARIMA(2,0,0) with non-zero mean",0.2194469682857701,0.11410519382547013,0.33691836958310417,0.3065943024905189,FALSE
Distrito Federal,estado,Macrossetor,agropecuaria,NA,idx_preco,ets_amort,"ETS(A,Ad,N)",0.8995570360582716,0.8246191402067318,0.9480490998629258,1.0141636799801401,FALSE
Distrito Federal,estado,Macrossetor,industria,NA,idx_volume,arima,"ARIMA(0,0,1) with non-zero mean",1.0261690222688897,1.0419392008794803,1.1578474087357267,0.7892259960421585,FALSE
Distrito Federal,estado,Macrossetor,industria,NA,idx_preco,arima,"ARIMA(3,0,0) with non-zero mean",0.6749941134801345,0.6657056357605287,0.6399908839401732,0.7507201520890907,FALSE
Distrito Federal,estado,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(0,0,1) with non-zero mean",1.0139229755437933,1.0723558136939402,0.9148968547552904,1.0163800613511804,FALSE
Distrito Federal,estado,Macrossetor,servicos,NA,idx_preco,ets,"ETS(M,N,N)",0.6967974882403846,0.6545730584523995,0.724373979223132,0.760993826236226,FALSE
Espírito Santo,estado,Macrossetor,adm_publica,NA,idx_volume,arima,"ARIMA(2,1,0)",1.401604806205952,1.1627115824083352,1.547474814956949,1.7800328525734994,FALSE
Espírito Santo,estado,Macrossetor,adm_publica,NA,idx_preco,arma,"ARIMA(2,0,0) with non-zero mean",0.5639932422248534,0.4983562231473838,0.5196815278626099,0.7945533614618924,FALSE
Espírito Santo,estado,Macrossetor,agropecuaria,NA,idx_volume,ets,"ETS(A,N,N)",0.8165414096624947,1.066178543196309,0.4818124485799271,0.6945420174518103,FALSE
Espírito Santo,estado,Macrossetor,agropecuaria,NA,idx_preco,arma,"ARIMA(0,0,1) with non-zero mean",1.2558105212486474,1.5023048906464156,1.0562925359585313,0.9388515756894017,FALSE
Espírito Santo,estado,Macrossetor,industria,NA,idx_volume,theta,Theta,0.7706180758743484,0.7436215108467473,0.8111937800965491,0.7772459321100498,FALSE
Espírito Santo,estado,Macrossetor,industria,NA,idx_preco,arma,"ARIMA(0,0,0) with non-zero mean",1.3626700352121819,1.6909265899833785,1.0053312345605931,1.078036849261574,FALSE
Espírito Santo,estado,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(1,0,0) with non-zero mean",0.9632754714164964,1.0339246614355084,0.9407167168449411,0.8204906282262996,FALSE
Espírito Santo,estado,Macrossetor,servicos,NA,idx_preco,ssm,Local linear structural model,0.7264184188187223,0.6682379485521748,0.5767760546821016,1.096333140690022,FALSE
Goiás,estado,Macrossetor,adm_publica,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",1.4763657767380738,1.4319587345966218,1.48880307911911,1.5687274285201493,FALSE
Goiás,estado,Macrossetor,adm_publica,NA,idx_preco,theta,Theta,0.6227736898225729,0.6501155783098865,0.48375495958327985,0.7629470639632284,FALSE
Goiás,estado,Macrossetor,agropecuaria,NA,idx_volume,arima,"ARIMA(0,0,0) with non-zero mean",0.5525743329263831,0.5206700749425784,0.4993156973403845,0.7122229312648929,FALSE
Goiás,estado,Macrossetor,agropecuaria,NA,idx_preco,theta,Theta,0.991381521862464,0.8784962079466522,0.9613419365149228,1.3186541846733053,FALSE
Goiás,estado,Macrossetor,industria,NA,idx_volume,ets,"ETS(M,N,N)",0.4068337564488531,0.36372343659937834,0.48457747478143437,0.3979939785736683,FALSE
Goiás,estado,Macrossetor,industria,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",1.104605769943058,1.1177446807323264,1.0633199953188968,1.133687154906129,FALSE
Goiás,estado,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",0.8220833031367301,0.7389416009330868,0.9331282604429144,0.8633701226865614,FALSE
Goiás,estado,Macrossetor,servicos,NA,idx_preco,ets,"ETS(A,N,N)",0.9192404260492968,0.9646269911860104,0.9108347891568768,0.8183824685461426,FALSE
Maranhão,estado,Macrossetor,adm_publica,NA,idx_volume,ssm,Local linear structural model,1.2269443581217292,1.2421487948179573,1.2382804137797594,1.1719291828941136,FALSE
Maranhão,estado,Macrossetor,adm_publica,NA,idx_preco,theta,Theta,0.850951785639073,0.8083852621025663,0.8770553924466683,0.9182126842689471,FALSE
Maranhão,estado,Macrossetor,agropecuaria,NA,idx_volume,ets,"ETS(A,N,N)",0.21730441931492675,0.21613615855529497,0.23342093269643666,0.1960503011417414,FALSE
Maranhão,estado,Macrossetor,agropecuaria,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",0.8071719434651743,0.7859161521230765,0.7896973293558535,0.8865233429843998,FALSE
Maranhão,estado,Macrossetor,industria,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",0.6920587394712164,0.7054279020343769,0.7193964370590318,0.6176292866815921,FALSE
Maranhão,estado,Macrossetor,industria,NA,idx_preco,arima,"ARIMA(2,0,0) with non-zero mean",0.43849036197070373,0.32642398694008357,0.6130929224519277,0.45675245882541826,FALSE
Maranhão,estado,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",0.7416771246380187,0.7169297828689106,0.7928869359428911,0.7267307621034806,FALSE
Maranhão,estado,Macrossetor,servicos,NA,idx_preco,ets,"ETS(M,N,N)",0.7351460107241226,0.6966401649256073,0.9135268876818059,0.5638393097838854,FALSE
Mato Grosso,estado,Macrossetor,adm_publica,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",1.1983900375932541,1.1406472627180397,1.2550888968245801,1.2576986859343016,FALSE
Mato Grosso,estado,Macrossetor,adm_publica,NA,idx_preco,ets_amort,"ETS(A,Ad,N)",1.3718427312195585,1.4054442877854587,1.3231808249887425,1.3608316991510319,FALSE
Mato Grosso,estado,Macrossetor,agropecuaria,NA,idx_volume,ets_amort,"ETS(M,Ad,N)",0.39150961546313445,0.3743046112077497,0.30151121141634785,0.5695197321717761,FALSE
Mato Grosso,estado,Macrossetor,agropecuaria,NA,idx_preco,ets,"ETS(M,N,N)",0.9594681054540726,0.8887576143678336,0.9821641300068993,1.1022002963404298,FALSE
Mato Grosso,estado,Macrossetor,industria,NA,idx_volume,arima,"ARIMA(0,0,0) with non-zero mean",0.7073632785730027,0.42320493022164246,0.9800067279771506,1.0087939753451818,FALSE
Mato Grosso,estado,Macrossetor,industria,NA,idx_preco,ets,"ETS(M,N,N)",0.7012808726556491,0.6014781660410291,0.7412296055841596,0.8908645397994331,FALSE
Mato Grosso,estado,Macrossetor,servicos,NA,idx_volume,ets,"ETS(A,N,N)",0.5438391036964073,0.4707347500312865,0.6646815754816009,0.5453362801814191,FALSE
Mato Grosso,estado,Macrossetor,servicos,NA,idx_preco,ets,"ETS(A,N,N)",0.5590390925422098,0.5580361997273489,0.6125561278595195,0.48127077160339804,FALSE
Mato Grosso do Sul,estado,Macrossetor,adm_publica,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",1.289830109981794,1.3590232677602085,1.2811115315779262,1.1299250831415588,FALSE
Mato Grosso do Sul,estado,Macrossetor,adm_publica,NA,idx_preco,ets,"ETS(A,N,N)",0.8368428676037456,0.8540640791345945,0.7792657269830945,0.8801555497076001,FALSE
Mato Grosso do Sul,estado,Macrossetor,agropecuaria,NA,idx_volume,ets,"ETS(A,N,N)",0.6780601439143819,0.5806927296477831,0.5644644380168564,1.0918722384271673,FALSE
Mato Grosso do Sul,estado,Macrossetor,agropecuaria,NA,idx_preco,ets,"ETS(M,N,N)",0.996629602257301,0.9516585079174122,0.9746445223891549,1.1420349579092424,FALSE
Mato Grosso do Sul,estado,Macrossetor,industria,NA,idx_volume,ets_amort,"ETS(M,Ad,N)",0.4816510515993819,0.5465650748249271,0.3735459025607321,0.48152371709349345,FALSE
Mato Grosso do Sul,estado,Macrossetor,industria,NA,idx_preco,ets,"ETS(A,N,N)",0.5941722475655168,0.47312302923696853,0.7784870698673305,0.620323059934167,FALSE
Mato Grosso do Sul,estado,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",1.5114092751300212,1.4722316641984596,1.647259367581765,1.4055781637813096,FALSE
Mato Grosso do Sul,estado,Macrossetor,servicos,NA,idx_preco,theta,Theta,0.5696734757089584,0.472584863809597,0.6867990614574467,0.6367066268346294,FALSE
Minas Gerais,estado,Macrossetor,adm_publica,NA,idx_volume,arima,"ARIMA(0,1,1)",1.6660469243777405,1.4288657135011946,1.797424565669396,2.061933489631622,FALSE
Minas Gerais,estado,Macrossetor,adm_publica,NA,idx_preco,rw,Random walk with drift,0.7703066954976812,0.8584418151031633,0.5442767886829957,0.8890137567060038,FALSE
Minas Gerais,estado,Macrossetor,agropecuaria,NA,idx_volume,arima,"ARIMA(0,0,1) with non-zero mean",0.39268837082252406,0.3354608439980623,0.3896615170456905,0.5402974685489286,FALSE
Minas Gerais,estado,Macrossetor,agropecuaria,NA,idx_preco,ets,"ETS(A,N,N)",1.2383159708256763,1.2806932017974706,1.184060579596988,1.213755980239223,FALSE
Minas Gerais,estado,Macrossetor,industria,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",0.9105347996327506,0.9705375238121775,0.9430665028727773,0.7117304343241436,FALSE
Minas Gerais,estado,Macrossetor,industria,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",1.283597206118244,1.0902083567361345,1.4732810434507944,1.4825435735746917,FALSE
Minas Gerais,estado,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",1.0042503437584969,0.8787003683736414,1.1311869522762363,1.1277203694440265,FALSE
Minas Gerais,estado,Macrossetor,servicos,NA,idx_preco,ssm,Local linear structural model,0.6457918306325015,0.3675727185789604,0.9002113958652708,0.9597102629172001,FALSE
Nordeste,regiao,Macrossetor,adm_publica,NA,idx_volume,ets_amort,"ETS(A,Ad,N)",1.7729121808328614,1.6116391011489084,1.838852290534434,2.077184715490385,FALSE
Nordeste,regiao,Macrossetor,adm_publica,NA,idx_preco,ets_amort,"ETS(M,Ad,N)",1.096512829837665,1.022528397132908,1.0827250057507731,1.3021556477298957,FALSE
Nordeste,regiao,Macrossetor,agropecuaria,NA,idx_volume,ets,"ETS(A,N,N)",0.19841940657344964,0.26062792771107507,0.12135701057413105,0.158491697728364,FALSE
Nordeste,regiao,Macrossetor,agropecuaria,NA,idx_preco,ets,"ETS(A,N,N)",1.0767205687403525,1.1268934468988858,1.1005056577351107,0.9156107398518826,FALSE
Nordeste,regiao,Macrossetor,industria,NA,idx_volume,arma,"ARIMA(1,0,0) with non-zero mean",0.608833877879765,0.6474607795200765,0.6183415691334857,0.4980050868984051,FALSE
Nordeste,regiao,Macrossetor,industria,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",0.9180231631601796,1.013736899702899,0.9243507825633297,0.6692473926986561,FALSE
Nordeste,regiao,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",1.1274604699449422,1.0953144856218189,1.1831562105688909,1.1242818198168276,FALSE
Nordeste,regiao,Macrossetor,servicos,NA,idx_preco,rw,Random walk with drift,1.103560495521641,0.7209887872355617,1.3830867121609431,1.640700441277886,FALSE
Norte,regiao,Macrossetor,adm_publica,NA,idx_volume,ets_amort,"ETS(A,Ad,N)",1.761248519128174,1.5013054785018505,1.9072599942773465,2.192088907970224,FALSE
Norte,regiao,Macrossetor,adm_publica,NA,idx_preco,theta,Theta,1.0588878030819622,0.91853107609746,1.1367956980437088,1.2929177781005983,FALSE
Norte,regiao,Macrossetor,agropecuaria,NA,idx_volume,ets,"ETS(A,N,N)",0.6089294672269685,0.6331711870689272,0.5129969495466348,0.6922239441425724,FALSE
Norte,regiao,Macrossetor,agropecuaria,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",1.2526119764373786,1.2980158757947944,1.3129486916032849,1.0485971552949795,FALSE
Norte,regiao,Macrossetor,industria,NA,idx_volume,ssm,Local linear structural model,0.5705273074494923,0.7323407236737621,0.44320854705322266,0.35697190748322216,FALSE
Norte,regiao,Macrossetor,industria,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",1.0413796878600627,0.9363236325878438,1.2208380393892522,1.034832298746826,FALSE
Norte,regiao,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",0.7359443311696633,0.7229354695360138,0.7630299341984068,0.7278380807106716,FALSE
Norte,regiao,Macrossetor,servicos,NA,idx_preco,ssm,Local linear structural model,0.46842887593235516,0.3661978454408793,0.4634792677177466,0.7314308644829576,FALSE
Paraná,estado,Macrossetor,adm_publica,NA,idx_volume,ets_amort,"ETS(A,Ad,N)",1.6629383260488995,1.5460222458576964,1.7193887551493365,1.8705528828762512,FALSE
Paraná,estado,Macrossetor,adm_publica,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",1.0324515886156604,1.3049536096448349,0.8052795572888876,0.6919545830328843,FALSE
Paraná,estado,Macrossetor,agropecuaria,NA,idx_volume,arima,"ARIMA(2,0,0) with non-zero mean",0.49854495896334383,0.43967869266813264,0.5254152425473941,0.6054051993252965,FALSE
Paraná,estado,Macrossetor,agropecuaria,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",0.9991088039398512,0.8889152446945436,1.0475734669766277,1.2018957074979557,FALSE
Paraná,estado,Macrossetor,industria,NA,idx_volume,arima,"ARIMA(0,0,0) with non-zero mean",0.593590457730358,0.6472451424633636,0.5405052904288444,0.5390814968501143,FALSE
Paraná,estado,Macrossetor,industria,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",0.5151002624402377,0.47471079694194407,0.5950505023498904,0.4961485663214923,FALSE
Paraná,estado,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",1.0104632602590413,1.1055031926195076,0.9386472546247484,0.8805874378093151,FALSE
Paraná,estado,Macrossetor,servicos,NA,idx_preco,theta,Theta,0.7056995998527095,0.5245119194256486,0.889474257116348,0.8830068150249041,FALSE
Paraíba,estado,Macrossetor,adm_publica,NA,idx_volume,ets,"ETS(A,N,N)",1.9525032855589721,1.8661729810470846,1.884606147897428,2.2701747533310073,FALSE
Paraíba,estado,Macrossetor,adm_publica,NA,idx_preco,ets_amort,"ETS(A,Ad,N)",1.1113402651859376,1.155623048569475,1.0045306911866558,1.1608476677260173,FALSE
Paraíba,estado,Macrossetor,agropecuaria,NA,idx_volume,ets,"ETS(M,N,N)",0.37960489859410584,0.3546844733146818,0.3633570186912764,0.4662777816469103,FALSE
Paraíba,estado,Macrossetor,agropecuaria,NA,idx_preco,ets,"ETS(A,N,N)",0.7724193276989977,0.7731576147479936,0.7924470575738587,0.7405320152642166,FALSE
Paraíba,estado,Macrossetor,industria,NA,idx_volume,ets,"ETS(A,N,N)",0.9412771468972251,0.7431361661055613,1.071273719125179,1.2416347405344534,FALSE
Paraíba,estado,Macrossetor,industria,NA,idx_preco,ets,"ETS(M,N,N)",0.8036648746658743,0.833215095546917,0.7680712577159887,0.783179747888096,FALSE
Paraíba,estado,Macrossetor,servicos,NA,idx_volume,arma,"ARIMA(0,0,0) with non-zero mean",0.7199349484036562,0.6341050343016593,0.8518205831789841,0.7366812814956566,FALSE
Paraíba,estado,Macrossetor,servicos,NA,idx_preco,arima,"ARIMA(0,0,0) with non-zero mean",0.42459612078586084,0.5802838347997905,0.25640311340497185,0.28766634682237024,FALSE
Pará,estado,Macrossetor,adm_publica,NA,idx_volume,ets_amort,"ETS(A,Ad,N)",1.8240793448948533,1.635830239611985,1.9518701313739202,2.103015928383424,FALSE
Pará,estado,Macrossetor,adm_publica,NA,idx_preco,ets,"ETS(A,N,N)",1.0070115039912921,0.9809802956267383,1.031126025155145,1.0359177431568976,FALSE
Pará,estado,Macrossetor,agropecuaria,NA,idx_volume,arima,"ARIMA(0,0,0) with non-zero mean",0.7797513985534271,0.8897743107582612,0.5976782254895152,0.7778038776372098,FALSE
